순위,코드/티커,종목명,시장,배율,현재가,거래량,거래대금,1W(%),2W(%),1M(%),3M(%),6M(%),1Y(%),3Y(%)
201,0105E0,SOL 코리아고배당,K Market,1X,12850.0,263926,3384000000.0,,,,-5.7695,,,
202,438100,ACE 미국나스닥100미국채혼합50액티브,K Market,1X,15310.0,218899,3357000000.0,,,,-9.855,,,
203,494890,KODEX 200액티브,K Market,1X,32170.0,104396,3352000000.0,,,,-25.7913,,,
204,0219B0,KoAct 광통신&위성네트워크액티브,K Market,1X,12285.0,267651,3341000000.0,,,,,,,
205,364970,TIGER 바이오TOP10,K Market,1X,6710.0,496749,3332000000.0,,,,-9.2392,,,
206,402970,ACE 미국배당다우존스,K Market,1X,14985.0,215510,3233000000.0,,,,-3.9099,,,
207,0190C0,RISE 현대차고정피지컬AI,K Market,1X,7650.0,418370,3204000000.0,,,,-36.2516,,,
208,123310,TIGER 인버스,K Market,-1X,1089.0,2873985,3140000000.0,-5.63,-1.09,-2.16,13.67,-39.43,-71.82,-78.44
209,0204D0,KODEX 현대차로보틱스밸류체인TOP3플러스,K Market,1X,5695.0,531540,3024000000.0,,,,-31.4541,,,
210,332500,ACE 200TR,K Market,1X,75135.0,40149,3015000000.0,,,,-25.3477,,,
211,298770,KODEX 한국대만IT프리미어,K Market,1X,84515.0,35699,3007000000.0,,,,-18.305,,,
212,476260,HANARO 반도체핵심공정주도주,K Market,1X,13235.0,229194,2998000000.0,,,,-24.7558,,,
213,0080Y0,SOL 조선TOP3플러스레버리지,K Market,2X,8330.0,358683,2972000000.0,-9.95,-4.69,-0.6,-47.56,-54.14,-52.49,
214,0023A0,SOL 미국양자컴퓨팅TOP10,K Market,1X,24505.0,120582,2951000000.0,,,,-27.5958,,,
215,283580,KODEX 차이나CSI300,K Market,1X,15145.0,194714,2944000000.0,,,,-15.9525,,,
216,0008S0,TIGER 미국배당다우존스타겟데일리커버드콜,K Market,1X,9705.0,302505,2939000000.0,,,,-4.0726,,,
217,476760,ACE 미국30년국채액티브,K Market,1X,8910.0,328050,2924000000.0,,,,-13.747,,,
218,0238P0,TIGER 미국S&P500미국채혼합50,K Market,1X,10290.0,282887,2916000000.0,,,,,,,
219,426020,TIME 미국S&P500액티브,K Market,1X,32265.0,89865,2901000000.0,,,,-12.2784,,,
220,0226A0,PLUS SK하이닉스샌디스크채권혼합50,K Market,1X,11455.0,251525,2890000000.0,,,,,,,
221,0048K0,KODEX 차이나휴머노이드로봇,K Market,1X,8110.0,354546,2884000000.0,,,,-29.4708,,,
222,0177X0,ACE K휴머노이드로봇산업TOP2+,K Market,1X,9885.0,288228,2850000000.0,,,,-19.1647,,,
223,292190,KODEX KRX300,K Market,1X,49295.0,57902,2847000000.0,,,,-25.0859,,,
224,433330,SOL 미국S&P500,K Market,1X,21985.0,127095,2796000000.0,,,,-7.0457,,,
225,0192T0,SOL 코스닥TOP10,K Market,1X,6865.0,405168,2788000000.0,,,,-26.1389,,,
226,0069M0,1Q 미국나스닥100,K Market,1X,13645.0,203251,2775000000.0,,,,-10.7975,,,
227,261220,KODEX WTI원유선물(H),K Market,1X,27425.0,100657,2774000000.0,,,,36.4036,,,
228,481060,KODEX 미국30년국채타겟커버드콜(합성 H),K Market,1X,7320.0,373694,2735000000.0,,,,-3.5834,,,
229,0019K0,TIME 미국나스닥100채권혼합50액티브,K Market,1X,13445.0,201197,2704000000.0,,,,-10.6426,,,
230,463050,TIME K바이오액티브,K Market,1X,11195.0,238801,2686000000.0,,,,-22.7242,,,
231,0182S0,1Q K반도체TOP2채권혼합50,K Market,1X,12885.0,207734,2671000000.0,,,,-14.6465,,,
232,329750,TIGER 미국달러단기채권액티브,K Market,1X,13065.0,203686,2668000000.0,,,,-8.7548,,,
233,494410,PLUS 미국S&P500성장주,K Market,1X,14445.0,182475,2652000000.0,,,,-6.4958,,,
234,414780,TIGER 차이나과창판STAR50(합성),K Market,1X,13980.0,188155,2637000000.0,,,,-20.9303,,,
235,244580,KODEX 바이오,K Market,1X,7880.0,331869,2608000000.0,,,,-20.1634,,,
236,423170,SOL 글로벌AI반도체탑픽액티브,K Market,1X,60000.0,43768,2595000000.0,,,,-22.971,,,
237,418670,TIGER 글로벌AI사이버보안,K Market,1X,18620.0,137089,2552000000.0,,,,22.0729,,,
238,446720,SOL 미국배당다우존스,K Market,1X,13525.0,187093,2533000000.0,,,,-3.8637,,,
239,0181B0,HANARO 미국AI메모리반도체TOP4+,K Market,1X,10020.0,250921,2520000000.0,,,,-32.2374,,,
240,0225V0,KODEX 미국CPU반도체TOP10,K Market,1X,11555.0,208960,2411000000.0,,,,,,,
241,0190G0,KODEX 반도체타겟위클리커버드콜,K Market,1X,9340.0,260142,2407000000.0,,,,-23.6764,,,
242,295040,SOL 200TR,K Market,1X,41900.0,57107,2387000000.0,,,,-25.5812,,,
243,251600,PLUS 고배당주채권혼합,K Market,1X,15335.0,155255,2380000000.0,,,,-1.1604,,,
244,0127P0,ACE 미국대형성장주액티브,K Market,1X,10525.0,224741,2371000000.0,,,,-11.2099,,,
245,433500,ACE 원자력TOP10,K Market,1X,59375.0,39303,2352000000.0,,,,-10.8815,,,
246,279530,KODEX 고배당주,K Market,1X,17490.0,134027,2339000000.0,,,,0.0084,,,
247,157500,TIGER 증권,K Market,1X,11985.0,195091,2325000000.0,,,,-26.1917,,,
248,0220B0,DS 코스닥액티브,K Market,1X,11100.0,212066,2311000000.0,,,,,,,
249,272560,RISE 단기국공채액티브,K Market,1X,114875.0,19972,2294000000.0,,,,0.6481,,,
250,456610,TIGER 미국달러SOFR금리액티브(합성),K Market,1X,60080.0,37591,2263000000.0,,,,-8.3962,,,
251,114820,TIGER 국채3년,K Market,1X,104755.0,21570,2259000000.0,,,,0.1051,,,
252,371160,TIGER 차이나항셍테크,K Market,1X,6630.0,332974,2219000000.0,,,,-12.8848,,,
253,122090,PLUS 코스피50,K Market,1X,84245.0,26330,2217000000.0,,,,-26.6147,,,
254,157450,TIGER 단기통안채,K Market,1X,112670.0,19511,2198000000.0,,,,0.6161,,,
255,495050,RISE 코리아밸류업,K Market,1X,32805.0,65952,2162000000.0,,,,-22.4151,,,
256,136340,RISE 중기우량회사채,K Market,1X,103940.0,20699,2150000000.0,,,,0.1824,,,
257,139220,TIGER 200 건설,K Market,1X,8120.0,265148,2142000000.0,,,,-10.3258,,,
258,101280,KODEX 일본TOPIX100,K Market,1X,30580.0,69800,2137000000.0,,,,-5.3776,,,
259,491820,HANARO 전력설비투자,K Market,1X,44440.0,47713,2118000000.0,,,,-18.0667,,,
260,484790,KODEX 미국30년국채액티브(H),K Market,1X,8190.0,258820,2113000000.0,,,,-4.7376,,,
261,460960,ACE 글로벌인컴TOP10,K Market,1X,10890.0,193008,2109000000.0,,,,-8.6584,,,
262,472170,TIGER 미국테크TOP10채권혼합,K Market,1X,14070.0,148140,2087000000.0,,,,-2.1944,,,
263,0131V0,1Q 미국우주항공테크,K Market,1X,10965.0,189392,2078000000.0,,,,-18.4859,,,
264,270810,RISE 코스닥150,K Market,1X,13980.0,148920,2059000000.0,,,,-21.4103,,,
265,473330,SOL 미국30년국채커버드콜(합성),K Market,1X,7940.0,255756,2033000000.0,,,,-13.424,,,
266,0005A0,KODEX 미국S&P500데일리커버드콜OTM,K Market,1X,9440.0,214299,2024000000.0,,,,-7.7166,,,
267,302450,RISE 코스피,K Market,1X,72390.0,27879,2023000000.0,,,,-24.4616,,,
268,298340,PLUS 국채선물3년,K Market,1X,56320.0,35505,2000000000.0,,,,0.3917,,,
269,310960,TIGER 200TR,K Market,1X,65235.0,30258,1970000000.0,,,,-25.2416,,,
270,0137V0,KIWOOM 미국S&P500모멘텀,K Market,1X,11620.0,167608,1956000000.0,,,,-15.5456,,,
271,0092B0,SOL 한국원자력SMR,K Market,1X,16340.0,119155,1953000000.0,,,,-10.1142,,,
272,0223A0,RISE 코스닥커버드콜액티브,K Market,1X,11125.0,175919,1944000000.0,,,,,,,
273,315930,KODEX Top5PlusTR,K Market,1X,81195.0,23803,1935000000.0,,,,-23.6052,,,
274,475050,ACE KPOP포커스,K Market,1X,6915.0,278849,1927000000.0,,,,-16.3648,,,
275,421320,PLUS 우주항공,K Market,1X,28345.0,66758,1917000000.0,,,,-18.2022,,,
276,490490,SOL 미국배당미국채혼합50,K Market,1X,10895.0,174714,1904000000.0,,,,-7.3837,,,
277,466930,SOL 자동차TOP3플러스,K Market,1X,23380.0,81320,1902000000.0,,,,-33.3616,,,
278,0162Y0,TIME 코스닥액티브,K Market,1X,7625.0,249088,1892000000.0,,,,-24.4344,,,
279,0233N0,RISE 글로벌AI낸드메모리반도체,K Market,1X,10990.0,171090,1884000000.0,,,,,,,
280,0025N0,TIGER TDF2045 적격,K Market,1X,12020.0,156534,1882000000.0,,,,-6.1081,,,
281,466950,TIGER 글로벌AI액티브,K Market,1X,31155.0,60176,1875000000.0,,,,-31.9624,,,
282,448100,WON 200,K Market,1X,114760.0,16284,1864000000.0,,,,-25.6022,,,
283,091180,KODEX 자동차,K Market,1X,25615.0,72360,1859000000.0,,,,-27.0501,,,
284,0053L0,TIGER 차이나휴머노이드로봇,K Market,1X,9225.0,200272,1858000000.0,,,,-28.6736,,,
285,491010,TIGER 글로벌AI전력인프라액티브,K Market,1X,25240.0,73283,1847000000.0,,,,-32.0976,,,
286,483280,KODEX 미국AI테크TOP10타겟커버드콜,K Market,1X,12020.0,153233,1843000000.0,,,,-4.3705,,,
287,448300,TIGER 미국나스닥100(H),K Market,1X,23160.0,79288,1835000000.0,,,,-1.804,,,
288,476800,KODEX 한국부동산리츠인프라,K Market,1X,4200.0,435734,1828000000.0,,,,-2.5989,,,
289,483290,KODEX 미국배당다우존스타겟커버드콜,K Market,1X,10185.0,178758,1823000000.0,,,,-3.2938,,,
290,442570,RISE TDF2050액티브 적격,K Market,1X,17505.0,102155,1789000000.0,,,,-9.0474,,,
291,0085P0,ACE 미국10년국채액티브,K Market,1X,9695.0,182594,1773000000.0,,,,-11.4,,,
292,0151P0,RISE 코리아전략산업액티브,K Market,1X,15050.0,116802,1749000000.0,,,,-30.7093,,,
293,261250,KODEX 미국달러선물레버리지,K Market,2X,15955.0,106761,1710000000.0,5.35,6.26,-0.47,-18.7,-14.34,1.94,26.53
294,469170,ACE 포스코그룹포커스,K Market,1X,5895.0,288665,1705000000.0,,,,-8.384,,,
295,495850,KODEX 코리아밸류업,K Market,1X,32545.0,52261,1703000000.0,,,,-22.4679,,,
296,0144L0,KODEX 미국성장커버드콜액티브,K Market,1X,9655.0,175423,1692000000.0,,,,-8.2946,,,
297,495060,TIME 코리아밸류업액티브,K Market,1X,28585.0,58835,1686000000.0,,,,-31.2561,,,
298,481190,SOL 미국테크TOP10,K Market,1X,17245.0,95808,1653000000.0,,,,-3.6695,,,
299,491230,PLUS 국공채머니마켓액티브,K Market,1X,52585.0,31088,1634000000.0,,,,0.7379,,,
300,0206G0,1Q 현대차기아채권혼합50,K Market,1X,7860.0,205699,1619000000.0,,,,-15.5969,,,
301,0186S0,1Q 코스닥150채권혼합50액티브,K Market,1X,8335.0,193023,1610000000.0,,,,-10.3938,,,
302,278540,KODEX MSCI Korea TR,K Market,1X,39825.0,40375,1607000000.0,,,,-26.0945,,,
303,452360,SOL 미국배당다우존스(H),K Market,1X,13185.0,121135,1595000000.0,,,,5.9645,,,
304,0040X0,SOL 팔란티어미국채커버드콜혼합,K Market,1X,9415.0,168966,1593000000.0,,,,-0.842,,,
305,0038A0,KODEX 미국휴머노이드로봇,K Market,1X,15395.0,103324,1591000000.0,,,,-16.505,,,
306,0180V0,ACE 미국우주테크액티브,K Market,1X,7950.0,200055,1588000000.0,,,,-30.2761,,,
307,214980,KODEX 단기채권PLUS,K Market,1X,114420.0,13840,1583000000.0,,,,0.6788,,,
308,314250,KODEX 미국빅테크10(H),K Market,1X,63325.0,24965,1580000000.0,,,,8.1856,,,
309,0193G0,KoAct 코스피액티브,K Market,1X,8600.0,182923,1572000000.0,,,,-27.9607,,,
310,261240,KODEX 미국달러선물,K Market,1X,14285.0,108995,1560000000.0,,,,-8.7137,,,
311,487340,ACE 머니마켓액티브,K Market,1X,106045.0,14714,1560000000.0,,,,0.9039,,,
312,140700,KODEX 보험,K Market,1X,20765.0,74775,1555000000.0,,,,-4.1537,,,
313,0222D0,KoAct 고배당액티브,K Market,1X,10340.0,148774,1535000000.0,,,,,,,
314,0089D0,KODEX 금융고배당TOP10,K Market,1X,13580.0,113465,1533000000.0,,,,-0.2614,,,
315,0064K0,KODEX 금액티브,K Market,1X,12575.0,120911,1532000000.0,,,,-7.2522,,,
316,489000,PLUS 일본엔화초단기국채(합성),K Market,1X,9310.0,162695,1519000000.0,,,,-7.4167,,,
317,490600,RISE 미국배당100데일리고정커버드콜,K Market,1X,8820.0,172025,1518000000.0,,,,-3.9283,,,
318,480030,ACE 미국500데일리타겟커버드콜(합성),K Market,1X,9760.0,153815,1501000000.0,,,,-8.4169,,,
319,434060,KODEX TDF2050액티브 적격,K Market,1X,16815.0,88902,1495000000.0,,,,-8.6335,,,
320,385510,KODEX 신재생에너지액티브,K Market,1X,37810.0,39216,1487000000.0,,,,-15.6121,,,
321,0204S0,TIGER 코스닥액티브,K Market,1X,7315.0,204334,1469000000.0,,,,-23.3928,,,
322,495230,KoAct 코리아밸류업액티브,K Market,1X,31895.0,45940,1457000000.0,,,,-25.8424,,,
323,447770,TIGER 테슬라채권혼합Fn,K Market,1X,13840.0,104334,1444000000.0,,,,-4.5644,,,
324,0052D0,TIGER 코리아배당다우존스,K Market,1X,15440.0,93467,1437000000.0,,,,-3.3972,,,
325,192090,TIGER 차이나CSI300,K Market,1X,12370.0,115624,1422000000.0,,,,-16.9492,,,
326,266370,KODEX IT,K Market,1X,69995.0,20323,1417000000.0,,,,-29.7699,,,
327,483340,ACE 구글밸류체인액티브,K Market,1X,22530.0,62738,1412000000.0,,,,-21.3034,,,
328,472870,RISE 미국30년국채엔화노출(합성 H),K Market,1X,6900.0,200284,1388000000.0,,,,-12.6805,,,
329,455860,SOL 2차전지소부장Fn,K Market,1X,4370.0,317806,1387000000.0,,,,-22.3191,,,
330,0218J0,RISE 미국우주&로봇TOP2미국채혼합50,K Market,1X,9310.0,148912,1385000000.0,,,,,,,
331,0142D0,TIGER 미국AI데이터센터TOP4Plus,K Market,1X,10775.0,128119,1381000000.0,,,,-30.6035,,,
332,0060H0,TIGER 토탈월드스탁액티브,K Market,1X,12710.0,107977,1373000000.0,,,,-8.4641,,,
333,273130,KODEX 종합채권(AA-이상)액티브,K Market,1X,109660.0,12450,1365000000.0,,,,-0.858,,,
334,0104N0,TIGER 200타겟위클리커버드콜,K Market,1X,21400.0,63523,1356000000.0,,,,-25.2838,,,
335,455030,KODEX 미국달러SOFR금리액티브(합성),K Market,1X,11885.0,108468,1290000000.0,,,,-8.5756,,,
336,0000J0,PLUS 한화그룹주,K Market,1X,27990.0,44508,1253000000.0,,,,-17.9499,,,
337,409820,KODEX 미국나스닥100레버리지(합성 H),K Market,2X,20350.0,61721,1252000000.0,5.69,1.29,3.12,-6.07,42.26,44.13,187.96
338,371460,TIGER 차이나전기차SOLACTIVE,K Market,1X,9485.0,131107,1246000000.0,,,,-27.077,,,
339,160580,TIGER 구리실물,K Market,1X,16640.0,74688,1245000000.0,,,,-2.9639,,,
340,153130,KODEX 단기채권,K Market,1X,113155.0,11004,1245000000.0,,,,0.5978,,,
341,354500,ACE 코스닥150,K Market,1X,14190.0,88294,1245000000.0,,,,-21.4788,,,
342,0210E0,PLUS 200커버드콜액티브,K Market,1X,7475.0,166179,1241000000.0,,,,,,,
343,156080,KODEX MSCI Korea,K Market,1X,53195.0,23080,1231000000.0,,,,-26.006,,,
344,0094K0,TIGER 28-04 회사채(A+이상)액티브,K Market,1X,99465.0,12296,1223000000.0,,,,0.6067,,,
345,251350,KODEX MSCI선진국,K Market,1X,39015.0,31122,1215000000.0,,,,-7.4061,,,
346,0184E0,1Q 200채권혼합50액티브,K Market,1X,11165.0,107499,1198000000.0,,,,-11.9357,,,
347,494330,ACE 라이프자산주주가치액티브,K Market,1X,32795.0,36574,1198000000.0,,,,-8.59,,,
348,0123G0,TIGER 미국AI전력SMR,K Market,1X,6140.0,195566,1198000000.0,,,,-22.2428,,,
349,132030,KODEX 골드선물(H),K Market,1X,24340.0,48870,1194000000.0,,,,1.3585,,,
350,0043Y0,TIME 차이나AI테크액티브,K Market,1X,19830.0,59231,1179000000.0,,,,-27.6502,,,
351,485540,KODEX 미국AI테크TOP10,K Market,1X,15555.0,74011,1151000000.0,,,,-5.1916,,,
352,458250,TIGER 미국30년국채스트립액티브(합성 H),K Market,1X,34600.0,33216,1147000000.0,,,,-8.1498,,,
353,0138Y0,PLUS 금채권혼합,K Market,1X,9765.0,111284,1089000000.0,,,,-3.7783,,,
354,0018C0,PLUS 고배당주위클리고정커버드콜,K Market,1X,10455.0,103509,1083000000.0,,,,2.0723,,,
355,491090,KODEX 미국테크TOP3플러스,K Market,1X,18500.0,58334,1080000000.0,,,,-3.0833,,,
356,456880,ACE 미국달러SOFR금리(합성),K Market,1X,12165.0,88057,1073000000.0,,,,-8.5618,,,
357,448630,RISE 삼성그룹Top3채권혼합,K Market,1X,15280.0,68729,1049000000.0,,,,-4.3616,,,
358,493810,TIGER 미국AI빅테크10타겟데일리커버드콜,K Market,1X,11500.0,91177,1049000000.0,,,,-3.9301,,,
359,147970,TIGER 모멘텀,K Market,1X,79125.0,13204,1048000000.0,,,,-25.559,,,
360,479620,SOL 미국AI반도체칩메이커,K Market,1X,26570.0,39464,1045000000.0,,,,-19.0603,,,
361,476850,KoAct 배당성장액티브,K Market,1X,22145.0,46497,1031000000.0,,,,-17.515,,,
362,0111J0,HANARO 증권고배당TOP3플러스,K Market,1X,12065.0,85683,1028000000.0,,,,-25.5905,,,
363,388420,RISE 비메모리반도체액티브,K Market,1X,28110.0,36377,1015000000.0,,,,-32.6947,,,
364,0111P0,1Q 미국나스닥100미국채혼합50액티브,K Market,1X,10875.0,93000,1013000000.0,,,,-9.7233,,,
365,0026S0,1Q 미국S&P500,K Market,1X,12855.0,78638,1012000000.0,,,,-7.0802,,,
366,377990,TIGER Fn신재생에너지,K Market,1X,23690.0,42580,1011000000.0,,,,-21.165,,,
367,269540,PLUS 미국S&P500(H),K Market,1X,30080.0,33632,1010000000.0,,,,0.6713,,,
368,490090,TIGER 미국AI빅테크10,K Market,1X,16215.0,62182,1009000000.0,,,,-3.6608,,,
369,0192Z0,TIGER 중기종합채권(A-이상)액티브,K Market,1X,100775.0,10000,1007000000.0,,,,0.4583,,,
370,316670,KIWOOM 코스닥150,K Market,1X,7015.0,144161,1007000000.0,,,,-21.1725,,,
371,245710,ACE 베트남VN30(합성),K Market,1X,28825.0,34187,999000000.0,,,,-7.0,,,
372,481180,SOL 미국AI소프트웨어,K Market,1X,16525.0,60215,996000000.0,,,,14.4315,,,
373,0080X0,SOL 미국S&P500미국채혼합50,K Market,1X,10855.0,91590,996000000.0,,,,-9.3905,,,
374,0052S0,1Q 미국S&P500미국채혼합50액티브,K Market,1X,11585.0,85391,990000000.0,,,,-7.9534,,,
375,227550,TIGER 200 산업재,K Market,1X,12275.0,80913,990000000.0,,,,-9.8231,,,
376,0192S0,SOL 코스피200채권혼합50,K Market,1X,9580.0,102635,979000000.0,,,,-13.8251,,,
377,0174B0,KoAct 글로벌AI메모리반도체액티브,K Market,1X,14805.0,65305,966000000.0,,,,-29.287,,,
378,475080,KODEX 테슬라커버드콜채권혼합액티브,K Market,1X,7930.0,121218,961000000.0,,,,-3.4248,,,
379,474220,TIGER 미국테크TOP10타겟커버드콜,K Market,1X,15270.0,61020,932000000.0,,,,-2.4137,,,
380,0153K0,KODEX 주주환원고배당주,K Market,1X,12255.0,75770,926000000.0,,,,2.413,,,
381,0051G0,SOL 미국원자력SMR,K Market,1X,12255.0,74912,917000000.0,,,,-21.5717,,,
382,332940,HANARO MSCI Korea TR,K Market,1X,49645.0,18381,917000000.0,,,,-24.4659,,,
383,415760,SOL 차이나육성산업액티브(합성),K Market,1X,13250.0,68696,910000000.0,,,,-21.6872,,,
384,217770,TIGER 원유선물인버스(H),K Market,-1X,1086.0,840344,909000000.0,3.33,-5.73,-12.42,-28.41,-28.6,-58.71,-62.59
385,448540,ACE 엔비디아채권혼합,K Market,1X,26565.0,33870,900000000.0,,,,-0.6568,,,
386,277640,TIGER 코스피대형주,K Market,1X,38355.0,23401,898000000.0,,,,-25.45,,,
387,490480,SOL K방산,K Market,1X,28535.0,30425,878000000.0,,,,-20.5883,,,
388,385560,RISE KIS국고채30년Enhanced,K Market,1X,50380.0,17372,875000000.0,,,,-7.7967,,,
389,473290,KODEX 26-12 회사채(AA-이상)액티브,K Market,1X,10895.0,79820,869000000.0,,,,0.74,,,
390,261070,TIGER 코스닥150바이오테크,K Market,1X,11155.0,77659,867000000.0,,,,-27.0235,,,
391,0194T0,ACE SK하이닉스단일종목레버리지,K Market,2X,10195.0,84498,860000000.0,19.59,9.04,13.34,-72.39,,,
392,474800,KIWOOM 미국원유에너지기업,K Market,1X,15935.0,52957,851000000.0,,,,6.239,,,
393,453870,TIGER 인도니프티50,K Market,1X,11120.0,76402,844000000.0,,,,-14.308,,,
394,152500,ACE 레버리지,K Market,2X,46820.0,18158,841000000.0,11.74,0.81,1.68,-52.01,28.38,358.21,595.38
395,218420,KODEX 미국S&P500에너지(합성),K Market,1X,20615.0,40408,835000000.0,,,,7.9812,,,
396,477080,RISE CD금리액티브(합성),K Market,1X,107640.0,7690,827000000.0,,,,0.7393,,,
397,453330,RISE 미국S&P500(H),K Market,1X,18175.0,45269,821000000.0,,,,2.4017,,,
398,292050,RISE KRX300,K Market,1X,50455.0,16082,813000000.0,,,,-25.6249,,,
399,385720,TIME 코스피액티브,K Market,1X,25955.0,31249,810000000.0,,,,-25.4748,,,
400,203780,TIGER 미국나스닥바이오,K Market,1X,35125.0,22680,796000000.0,,,,6.8816,,,
401,245340,TIGER 미국다우존스30,K Market,1X,34915.0,22796,796000000.0,,,,-8.7907,,,
402,422420,RISE 2차전지액티브,K Market,1X,6625.0,118118,784000000.0,,,,-18.5368,,,
403,471040,KoAct 글로벌AI&로봇액티브,K Market,1X,29800.0,26278,780000000.0,,,,-26.2224,,,
404,256750,KODEX 차이나심천ChiNext(합성),K Market,1X,15330.0,50855,778000000.0,,,,-28.4506,,,
405,250780,TIGER 코스닥150선물인버스,K Market,-1X,2425.0,313727,764000000.0,-3.77,-0.82,-2.41,10.98,17.43,-28.57,-33.29
406,237370,KODEX 코리아배당성장채권혼합,K Market,1X,15595.0,49025,763000000.0,,,,-1.6976,,,
407,261060,TIGER 코스닥150IT,K Market,1X,25560.0,29898,757000000.0,,,,-17.8396,,,
408,0239Y0,PLUS 코리아HBM반도체,K Market,1X,10130.0,75573,755000000.0,,,,,,,
409,441680,TIGER 미국나스닥100커버드콜(합성),K Market,1X,10935.0,68762,752000000.0,,,,-5.2777,,,
410,0189B0,TIGER 은액티브,K Market,1X,8280.0,89416,739000000.0,,,,-11.4059,,,
411,0197W0,SOL SK하이닉스단일종목레버리지,K Market,2X,10000.0,73545,738000000.0,20.85,8.46,12.49,-72.95,,,
412,479080,1Q 머니마켓액티브,K Market,1X,53860.0,13612,733000000.0,,,,0.871,,,
413,310970,TIGER MSCI Korea TR,K Market,1X,49995.0,14634,731000000.0,,,,-25.9788,,,
414,0083S0,1Q 미국메디컬AI,K Market,1X,11940.0,60505,723000000.0,,,,14.2908,,,
415,429000,TIGER 미국S&P500배당귀족,K Market,1X,13010.0,55153,718000000.0,,,,-7.0617,,,
416,0194M0,ACE 삼성전자단일종목레버리지,K Market,2X,11805.0,61346,709000000.0,19.97,2.7,-7.85,-54.56,,,
417,139230,TIGER 200 중공업,K Market,1X,13065.0,53854,705000000.0,,,,-23.5233,,,
418,0172V0,1Q 은액티브,K Market,1X,8605.0,80879,701000000.0,,,,-11.1168,,,
419,458260,TIGER 미국투자등급회사채액티브(H),K Market,1X,45885.0,15173,696000000.0,,,,-2.8012,,,
420,114260,KODEX 국고채3년,K Market,1X,61605.0,11288,695000000.0,,,,0.0406,,,
421,108450,ACE 삼성그룹섹터가중,K Market,1X,40005.0,17364,691000000.0,,,,-21.4143,,,
422,371470,TIGER 차이나바이오테크SOLACTIVE,K Market,1X,8880.0,79019,685000000.0,,,,14.6801,,,
423,0022T0,SOL 국제금커버드콜액티브,K Market,1X,13030.0,51998,681000000.0,,,,-7.7742,,,
424,480310,TIGER 글로벌온디바이스AI,K Market,1X,21200.0,31918,671000000.0,,,,-18.6473,,,
425,413930,WON AI ESG액티브,K Market,1X,28215.0,23588,667000000.0,,,,-25.8635,,,
426,0224X0,1Q 엔비디아알파벳미국채혼합50,K Market,1X,9895.0,66604,661000000.0,,,,,,,
427,498270,KIWOOM 미국양자컴퓨팅,K Market,1X,14730.0,44795,659000000.0,,,,-17.7128,,,
428,0209Z0,ACE 코리아AI전력TOP10,K Market,1X,7300.0,89786,653000000.0,,,,,,,
429,0216Z0,ACE K방산TOP5+,K Market,1X,8885.0,72847,652000000.0,,,,,,,
430,433980,KODEX TDF2040액티브 적격,K Market,1X,15845.0,40673,644000000.0,,,,-5.8716,,,
431,305080,TIGER 미국채10년선물,K Market,1X,12075.0,53168,643000000.0,,,,-11.5652,,,
432,439870,KODEX 국고채30년액티브,K Market,1X,87090.0,7192,626000000.0,,,,-5.668,,,
433,469160,ACE 일본반도체,K Market,1X,24315.0,25750,621000000.0,,,,-29.7255,,,
434,473640,HANARO 글로벌금채굴기업,K Market,1X,34530.0,17954,621000000.0,,,,1.3474,,,
435,495550,SOL 코리아밸류업TR,K Market,1X,33385.0,18456,616000000.0,,,,-22.8405,,,
436,0007F0,KODEX 27-12 회사채(AA-이상)액티브,K Market,1X,10190.0,60462,616000000.0,,,,0.7909,,,
437,451530,TIGER 국고채30년스트립액티브,K Market,1X,34890.0,17642,616000000.0,,,,-11.4225,,,
438,266160,RISE 고배당,K Market,1X,33800.0,18141,613000000.0,,,,-19.6643,,,
439,440650,ACE 미국달러단기채권액티브,K Market,1X,11595.0,52195,606000000.0,,,,-8.8444,,,
440,0041D0,KODEX 미국AI소프트웨어TOP10,K Market,1X,13780.0,43498,601000000.0,,,,8.3133,,,
441,0219Z0,HANARO 미국S&P500액티브,K Market,1X,10535.0,56887,600000000.0,,,,,,,
442,228810,TIGER 미디어컨텐츠,K Market,1X,3095.0,191433,587000000.0,,,,-17.742,,,
443,415340,KODEX 차이나과창판STAR50(합성),K Market,1X,14235.0,40798,586000000.0,,,,-22.1492,,,
444,451540,TIGER 종합채권(AA-이상)액티브,K Market,1X,52725.0,10963,578000000.0,,,,-0.8736,,,
445,326240,RISE IT플러스,K Market,1X,44310.0,12780,565000000.0,,,,-27.4425,,,
446,0141S0,SOL 조선기자재,K Market,1X,8650.0,65215,565000000.0,,,,-18.3203,,,
447,0005G0,IBK K-AI반도체코어테크,K Market,1X,53230.0,10502,555000000.0,,,,-27.3926,,,
448,479850,HANARO K-뷰티,K Market,1X,17970.0,30643,548000000.0,,,,19.1044,,,
449,157490,TIGER 소프트웨어,K Market,1X,7840.0,69868,548000000.0,,,,-15.2361,,,
450,0082V0,KODEX TDF2060액티브 적격,K Market,1X,11260.0,48295,544000000.0,,,,-8.5068,,,
451,0231Z0,KODEX 코리아TDF2065액티브 적격,K Market,1X,10370.0,52356,543000000.0,,,,,,,
452,0000Z0,RISE 바이오TOP10액티브,K Market,1X,8150.0,66228,541000000.0,,,,-28.2437,,,
453,468370,KODEX iShares미국인플레이션국채액티브,K Market,1X,10490.0,51429,540000000.0,,,,-11.0172,,,
454,278620,PLUS 단기채권액티브,K Market,1X,119105.0,4536,540000000.0,,,,0.7144,,,
